"","Date","stock","value","change"
"91",2007-01-30,"MSFT",24.448006,1.24672335240755
"92",2007-01-30,"IBM",82.2563,-0.221395807980652
"93",2007-01-30,"SBUX",15.833545,1.09953266940535
"94",2007-01-30,"AAPL",11.318134,0.210405708220099
"95",2007-01-30,"GSPC",1428.819946,0.659288388741457
"96",2007-01-31,"MSFT",24.752805,-0.972136289200343
"97",2007-01-31,"IBM",82.074188,-0.151287515631603
"98",2007-01-31,"SBUX",16.00764,-1.51688818589122
"99",2007-01-31,"AAPL",11.341948,-1.15479280984184
"100",2007-01-31,"GSPC",1438.23999,0.535373168145607
"101",2007-02-01,"MSFT",24.512174,-1.21072900347395
"102",2007-02-01,"IBM",81.95002,0.171715638385444
"103",2007-02-01,"SBUX",15.764822,-0.406855212193326
"104",2007-02-01,"AAPL",11.210972,0.0118009392941067
"105",2007-02-01,"GSPC",1445.939941,0.169445073790922
"106",2007-02-02,"MSFT",24.215398,-1.92116602832627
"107",2007-02-02,"IBM",82.090741,1.22012664010429
"108",2007-02-02,"SBUX",15.700682,-0.729496973443581
"109",2007-02-02,"AAPL",11.212295,-0.955754374996367
"110",2007-02-02,"GSPC",1448.390015,-0.0966607740664323
"111",2007-02-05,"MSFT",23.75018,-0.337723756198905
"112",2007-02-05,"IBM",83.092352,-0.527993238174313
"113",2007-02-05,"SBUX",15.586146,-1.02881751524719
"114",2007-02-05,"AAPL",11.105133,0.250181605209046
"115",2007-02-05,"GSPC",1446.98999,0.0698007592989614
"116",2007-02-06,"MSFT",23.66997,-0.47441547243194
"117",2007-02-06,"IBM",82.65363,-0.0100406963372426
"118",2007-02-06,"SBUX",15.425793,0
"119",2007-02-06,"AAPL",11.132916,2.3767088514815
"120",2007-02-06,"GSPC",1448,0.139504143646404
"121",2007-02-07,"MSFT",23.557676,-0.374531851104499
"122",2007-02-07,"IBM",82.645331,0.0803711464353629
"123",2007-02-07,"SBUX",15.425793,-0.742496674239056
"124",2007-02-07,"AAPL",11.397513,0.0348321603142782
"125",2007-02-07,"GSPC",1450.02002,-0.117926716625611
"126",2007-02-08,"MSFT",23.469445,-0.956942100676014
"127",2007-02-08,"IBM",82.711754,-1.07408071650856
"128",2007-02-08,"SBUX",15.311257,-1.37641867026332
"129",2007-02-08,"AAPL",11.401483,-3.37665722959023
"130",2007-02-08,"GSPC",1448.310059,-0.707721384402813
"131",2007-02-09,"MSFT",23.244856,-0.138021934831517
"132",2007-02-09,"IBM",81.823363,0.0304399612614296
"133",2007-02-09,"SBUX",15.10051,-0.879857700170394
"134",2007-02-09,"AAPL",11.016494,1.93346449423928
"135",2007-02-09,"GSPC",1438.060059,-0.326138256232586
"136",2007-02-12,"MSFT",23.212773,0.589459949485569
"137",2007-02-12,"IBM",81.84827,-0.294178484163442
"138",2007-02-12,"SBUX",14.967647,-0.0306060130894318
"139",2007-02-12,"AAPL",11.229494,-0.212057640353168
"140",2007-02-12,"GSPC",1433.369995,0.75974905558142
"141",2007-02-13,"MSFT",23.349603,1.34436118678336
"142",2007-02-13,"IBM",81.60749,0.925828009169254
"143",2007-02-13,"SBUX",14.963066,2.08205992007254
"144",2007-02-13,"AAPL",11.205681,0.708381757431783
"145",2007-02-13,"GSPC",1444.26001,0.764407996036668
"146",2007-02-14,"MSFT",23.663506,0.204077958693019
"147",2007-02-14,"IBM",82.363035,-0.282256475857153
"148",2007-02-14,"SBUX",15.274606,-0.359924177422324
"149",2007-02-14,"AAPL",11.28506,-0.105511180268417
"150",2007-02-14,"GSPC",1455.300049,0.103759358837207
"151",2007-02-15,"MSFT",23.711798,-2.44399011833689
"152",2007-02-15,"IBM",82.13056,0.0707629413460632
"153",2007-02-15,"SBUX",15.219629,-0.632157327882299
"154",2007-02-15,"AAPL",11.273153,-0.445962189992453
"155",2007-02-15,"GSPC",1456.810059,-0.087178145987797
"156",2007-02-16,"MSFT",23.132284,0.313155415176471
"157",2007-02-16,"IBM",82.188678,0.363674179063941
"158",2007-02-16,"SBUX",15.123417,-0.575584208251345
"159",2007-02-16,"AAPL",11.222879,1.2613430118956
"160",2007-02-16,"GSPC",1455.540039,0.284431543555769
"161",2007-02-20,"MSFT",23.204724,1.80367583773029
"162",2007-02-20,"IBM",82.487577,-0.261703650235722
"163",2007-02-20,"SBUX",15.036369,-1.27969724605721
"164",2007-02-20,"AAPL",11.364438,3.84167699273823
"165",2007-02-20,"GSPC",1459.680054,-0.140445092359942
"166",2007-02-21,"MSFT",23.623262,0.136285158247824
"167",2007-02-21,"IBM",82.271704,-0.595413703841604
"168",2007-02-21,"SBUX",14.843949,1.88270654931514
"169",2007-02-21,"AAPL",11.801023,0.347537666861589
"170",2007-02-21,"GSPC",1457.630005,-0.0857556441423556
"171",2007-02-22,"MSFT",23.655457,-1.6672347526408
"172",2007-02-22,"IBM",81.781847,-0.781722379050698
"173",2007-02-22,"SBUX",15.123417,-0.787639460050597
"174",2007-02-22,"AAPL",11.842036,-0.491562430649594
"175",2007-02-22,"GSPC",1456.380005,-0.356367430353446
"176",2007-02-23,"MSFT",23.261065,0.588236179211914
"177",2007-02-23,"IBM",81.14254,-0.839046941345441
"178",2007-02-23,"SBUX",15.004299,-2.25954574752209
"179",2007-02-23,"AAPL",11.783825,-0.628717755058315
"180",2007-02-23,"GSPC",1451.189941,-0.125410599162916
"181",2007-02-26,"MSFT",23.397895,-4.12796535756742
"182",2007-02-26,"IBM",80.461716,-3.04406508059061
"183",2007-02-26,"SBUX",14.66527,-3.93626574894291
"184",2007-02-26,"AAPL",11.709738,-5.17456496464738
"185",2007-02-26,"GSPC",1449.369995,-3.47254021910396
"186",2007-02-27,"MSFT",22.432038,1.07642471005087
"187",2007-02-27,"IBM",78.012409,-1.0855657591602
"188",2007-02-27,"SBUX",14.088006,0.487805016550953
"189",2007-02-27,"AAPL",11.10381,0.810208387931711
"190",2007-02-27,"GSPC",1399.040039,0.556088945500158
"191",2007-02-28,"MSFT",22.673502,-0.28398789035765
"192",2007-02-28,"IBM",77.165533,-0.72090087163656
"193",2007-02-28,"SBUX",14.156728,-1.65048731599561
"194",2007-02-28,"AAPL",11.193774,2.89563644933336
"195",2007-02-28,"GSPC",1406.819946,-0.259443435556757
"196",2007-03-01,"MSFT",22.609112,-1.17479625029059
"197",2007-03-01,"IBM",76.609246,-1.48476725642228
"198",2007-03-01,"SBUX",13.923073,-1.67818555573185
"199",2007-03-01,"AAPL",11.517905,-1.89524917942977
"200",2007-03-01,"GSPC",1403.170044,-1.14027519817833
"201",2007-03-02,"MSFT",22.343501,-0.756488430349383
"202",2007-03-02,"IBM",75.471777,1.00109475360571
"203",2007-03-02,"SBUX",13.689418,-1.57295218832531
"204",2007-03-02,"AAPL",11.299612,1.06545251288275
"205",2007-03-02,"GSPC",1387.170044,-0.940767792416367
"206",2007-03-05,"MSFT",22.174475,1.01633522326909
"207",2007-03-05,"IBM",76.227321,2.1675259976669
"208",2007-03-05,"SBUX",13.47409,2.00611692515042
"209",2007-03-05,"AAPL",11.420004,2.16635650915708
"210",2007-03-05,"GSPC",1374.119995,1.54935806752452
"211",2007-03-06,"MSFT",22.399842,-0.790510040204748
"212",2007-03-06,"IBM",77.879568,0.14925352436469
"213",2007-03-06,"SBUX",13.744396,1.56666760765624
"214",2007-03-06,"AAPL",11.667402,-0.53293783826082
"215",2007-03-06,"GSPC",1395.410034,-0.246527036224537
"216",2007-03-07,"MSFT",22.222769,-1.05034615623282
"217",2007-03-07,"IBM",77.995806,-1.00064098318312
"218",2007-03-07,"SBUX",13.959725,0.754842949986475
"219",2007-03-07,"AAPL",11.605222,0.31919251523151
"220",2007-03-07,"GSPC",1391.969971,0.712662213027005
"221",2007-03-08,"MSFT",21.989353,-0.109807687383989
"222",2007-03-08,"IBM",77.215348,0.301073563768687
"223",2007-03-08,"SBUX",14.065099,-1.27036432519956
"224",2007-03-08,"AAPL",11.642265,-0.0340913043982392
"225",2007-03-08,"GSPC",1401.890015,0.0677621632107891
"226",2007-03-09,"MSFT",21.965207,0.549651091382841
"227",2007-03-09,"IBM",77.447823,0.889796476267637
"228",2007-03-09,"SBUX",13.886421,-0.791816696325145
"229",2007-03-09,"AAPL",11.638296,2.15983508238663
"230",2007-03-09,"GSPC",1402.839966,0.268028434542046
"231",2007-03-12,"MSFT",22.085939,-2.62390926643418
"232",2007-03-12,"IBM",78.136951,-1.48762267419417
"233",2007-03-12,"SBUX",13.776466,-2.3611498043112
"234",2007-03-12,"AAPL",11.889664,-1.6356980315003
"235",2007-03-12,"GSPC",1406.599976,-2.03682820196493
"236",2007-03-13,"MSFT",21.506424,2.54490937219503
"237",2007-03-13,"IBM",76.974568,1.13256757738477
"238",2007-03-13,"SBUX",13.451183,-0.136248239281267
"239",2007-03-13,"AAPL",11.695185,1.8099499922404
"240",2007-03-13,"GSPC",1377.949951,0.669116682598576
"241",2007-03-14,"MSFT",22.053743,-0.43795286813672
"242",2007-03-14,"IBM",77.846357,-0.330637180619773
"243",2007-03-14,"SBUX",13.432856,0.920876394416804
"244",2007-03-14,"AAPL",11.906862,-0.477774916682504
"245",2007-03-14,"GSPC",1387.170044,0.3683748089935
"246",2007-03-15,"MSFT",21.957158,0.183284193701213
"247",2007-03-15,"IBM",77.588968,-0.214014961508437
"248",2007-03-15,"SBUX",13.556556,3.34572438604613
"249",2007-03-15,"AAPL",11.849974,0.0223291629163099
"250",2007-03-15,"GSPC",1392.280029,-0.382830888110078
"251",2007-03-16,"MSFT",21.997402,1.82948877326513
"252",2007-03-16,"IBM",77.422916,0.79356349740173
"253",2007-03-16,"SBUX",14.010121,1.50425538794419
"254",2007-03-16,"AAPL",11.85262,1.7189448408875
"255",2007-03-16,"GSPC",1386.949951,1.08944868479972
"256",2007-03-19,"MSFT",22.399842,0.0359332891723064
"257",2007-03-19,"IBM",78.037316,0.542612203628325
"258",2007-03-19,"SBUX",14.220869,1.095355002567
"259",2007-03-19,"AAPL",12.05636,0.384062851474251
"260",2007-03-19,"GSPC",1402.060059,0.633345336599463
"261",2007-03-20,"MSFT",22.407891,2.44253240967657
"262",2007-03-20,"IBM",78.460756,0.9100536833981
"263",2007-03-20,"SBUX",14.376638,2.83620551619926
"264",2007-03-20,"AAPL",12.102664,2.61259008760384
"265",2007-03-20,"GSPC",1410.939941,1.70808815454746
"266",2007-03-21,"MSFT",22.955211,-0.876576564685026
"267",2007-03-21,"IBM",79.174791,-0.178268863381019
"268",2007-03-21,"SBUX",14.784389,-1.952282234998
"269",2007-03-21,"AAPL",12.418857,0.0958783888082517
"270",2007-03-21,"GSPC",1435.040039,-0.0348422334158998
"271",2007-03-22,"MSFT",22.753991,-0.884332774852554
"272",2007-03-22,"IBM",79.033647,-0.168089168401906
"273",2007-03-22,"SBUX",14.495756,-0.695320754571201
"274",2007-03-22,"AAPL",12.430764,-0.468281756455195
"275",2007-03-22,"GSPC",1434.540039,0.109438980949912
"276",2007-03-23,"MSFT",22.55277,0.713774848943174
"277",2007-03-23,"IBM",78.9008,-0.0315674872751593
"278",2007-03-23,"SBUX",14.394964,1.6868260316594
"279",2007-03-23,"AAPL",12.372553,2.4914421461763
"280",2007-03-23,"GSPC",1436.109985,0.0967902886630197
"281",2007-03-26,"MSFT",22.713746,-1.77179492981915
"282",2007-03-26,"IBM",78.875893,-0.284207241875535
"283",2007-03-26,"SBUX",14.637782,-0.719876822868379
"284",2007-03-26,"AAPL",12.680808,-0.406882589816043
"285",2007-03-26,"GSPC",1437.5,-0.618435826086953
"286",2007-03-27,"MSFT",22.311305,-0.288598089623173
"287",2007-03-27,"IBM",78.651722,-0.496148069078519
"288",2007-03-27,"SBUX",14.532408,-1.38713419001173
"289",2007-03-27,"AAPL",12.629212,-2.32558452578039
"290",2007-03-27,"GSPC",1428.609985,-0.796578850735107
"291",2007-03-28,"MSFT",22.246915,0.397974280928384
"292",2007-03-28,"IBM",78.261493,0.328874380150137
"293",2007-03-28,"SBUX",14.330824,0.159844262967712
"294",2007-03-28,"AAPL",12.335509,0.546981887816706
"295",2007-03-28,"GSPC",1417.22998,0.373972402136169
"296",2007-03-29,"MSFT",22.335452,0.432433603761404
"297",2007-03-29,"IBM",78.518875,-0.327796341962353
"298",2007-03-29,"SBUX",14.353731,0.0957590747659972
"299",2007-03-29,"AAPL",12.402982,-0.896010330418923
"300",2007-03-29,"GSPC",1422.530029,-0.117399560357538
"301",2007-03-30,"MSFT",22.432038,-0.466453382434526
"302",2007-03-30,"IBM",78.261493,1.00784686026881
"303",2007-03-30,"SBUX",14.367476,-0.35077142289989
"304",2007-03-30,"AAPL",12.29185,0.796478967771324
"305",2007-03-30,"GSPC",1420.859985,0.259706377754026
"306",2007-04-02,"MSFT",22.327403,0.468639366611505
"307",2007-04-02,"IBM",79.050249,0.934775044162111
"308",2007-04-02,"SBUX",14.317079,0.768005820181619
"309",2007-04-02,"AAPL",12.389752,0.907629143827902
"310",2007-04-02,"GSPC",1424.550049,0.92801028712751
"311",2007-04-03,"MSFT",22.432038,2.26049456585265
"312",2007-04-03,"IBM",79.789191,0.114465379151415
"313",2007-04-03,"SBUX",14.427035,-0.476341812437547
"314",2007-04-03,"AAPL",12.502205,-0.243381067579683
"315",2007-04-03,"GSPC",1437.77002,0.111281705540089
"316",2007-04-04,"MSFT",22.939113,0.175433984740388
"317",2007-04-04,"IBM",79.880522,0.322208710654153
"318",2007-04-04,"SBUX",14.358313,0.191443103378509
"319",2007-04-04,"AAPL",12.471777,0.434917975201131
"320",2007-04-04,"GSPC",1439.369995,0.304995589407152
"321",2007-04-05,"MSFT",22.979356,0.0700541825454095
"322",2007-04-05,"IBM",80.137904,0.103612642526813
"323",2007-04-05,"SBUX",14.385801,-0.828024800287452
"324",2007-04-05,"AAPL",12.526019,-1.0878715735622
"325",2007-04-05,"GSPC",1443.76001,0.0588723190913209
"326",2007-04-09,"MSFT",22.995454,-0.595026303894669
"327",2007-04-09,"IBM",80.220937,-0.165601406525596
"328",2007-04-09,"SBUX",14.266683,0.064226561983603
"329",2007-04-09,"AAPL",12.389752,0.640682719072998
"330",2007-04-09,"GSPC",1444.609985,0.261664396567209
"331",2007-04-10,"MSFT",22.858625,-1.02112441146395
"332",2007-04-10,"IBM",80.08809,-1.34770475859767
"333",2007-04-10,"SBUX",14.275846,-1.37997425861836
"334",2007-04-10,"AAPL",12.469131,-1.76126949023152
"335",2007-04-10,"GSPC",1448.390015,-0.657282907325202
"336",2007-04-11,"MSFT",22.62521,1.52970513864845
"337",2007-04-11,"IBM",79.008739,0.535934385688649
"338",2007-04-11,"SBUX",14.078843,-0.195250419370406
"339",2007-04-11,"AAPL",12.249516,-0.432017069082569
"340",2007-04-11,"GSPC",1438.869995,0.620629662932121
"341",2007-04-12,"MSFT",22.971309,0.24526682393241
"342",2007-04-12,"IBM",79.432174,-0.773490097350229
"343",2007-04-12,"SBUX",14.051354,0.29345214703152
"344",2007-04-12,"AAPL",12.196596,-2.11519673194062
"345",2007-04-12,"GSPC",1447.800049,0.348800029637243
"346",2007-04-13,"MSFT",23.02765,0.419430554138166
"347",2007-04-13,"IBM",78.817774,1.31676010032965
"348",2007-04-13,"SBUX",14.092588,0.942779282272363
"349",2007-04-13,"AAPL",11.938614,1.31870416448678
"350",2007-04-13,"GSPC",1452.849976,1.06549060506713
"351",2007-04-16,"MSFT",23.124235,0.417687331061977
"352",2007-04-16,"IBM",79.855615,0.977336408967605
"353",2007-04-16,"SBUX",14.22545,-0.0322028477130772
"354",2007-04-16,"AAPL",12.096049,-1.18122868053858
"355",2007-04-16,"GSPC",1468.329956,0.214531072333447
"356",2007-04-17,"MSFT",23.220822,-0.86655416418935
"357",2007-04-17,"IBM",80.636073,-2.38879688498719
"358",2007-04-17,"SBUX",14.220869,-0.193300423483269
"359",2007-04-17,"AAPL",11.953167,0.0553409820175694
"360",2007-04-17,"GSPC",1471.47998,0.0693193257036315
"361",2007-04-18,"MSFT",23.019601,0.314688338863896
"362",2007-04-18,"IBM",78.709841,-0.537977201605574
"363",2007-04-18,"SBUX",14.19338,-0.645575613419772
"364",2007-04-18,"AAPL",11.959782,-0.143806969056792
"365",2007-04-18,"GSPC",1472.5,-0.120205093378603
"366",2007-04-19,"MSFT",23.092041,1.15022747447921
"367",2007-04-19,"IBM",78.2864,0.307562999448181
"368",2007-04-19,"SBUX",14.101751,2.85899247547343
"369",2007-04-19,"AAPL",11.942583,0.775452010674738
"370",2007-04-19,"GSPC",1470.72998,0.926070467401494
"371",2007-04-20,"MSFT",23.357652,-0.82701805815071
"372",2007-04-20,"IBM",78.52718,0.6660993047248
"373",2007-04-20,"SBUX",14.504919,-0.284269081406108
"374",2007-04-20,"AAPL",12.035192,2.79212828511585
"375",2007-04-20,"GSPC",1484.349976,-0.230398629386311
"376",2007-04-23,"MSFT",23.16448,0.0347471646244584
"377",2007-04-23,"IBM",79.050249,3.44501508148319
"378",2007-04-23,"SBUX",14.463686,-0.728534897674067
"379",2007-04-23,"AAPL",12.37123,-0.288742509839366
"380",2007-04-23,"GSPC",1480.930054,-0.0351144200629432
"381",2007-04-24,"MSFT",23.172529,0.694684641456261
"382",2007-04-24,"IBM",81.773542,3.01553649223118
"383",2007-04-24,"SBUX",14.358313,1.59540330399539
"384",2007-04-24,"AAPL",12.335509,2.2629791766193
"385",2007-04-24,"GSPC",1480.410034,1.01390896138711
"386",2007-04-25,"MSFT",23.333505,0.379441494109018
"387",2007-04-25,"IBM",84.239453,-0.551939718791858
"388",2007-04-25,"SBUX",14.587386,-0.0628145440176939
"389",2007-04-25,"AAPL",12.614659,3.66020199198409
"390",2007-04-25,"GSPC",1495.420044,-0.0782418294240786
"391",2007-04-26,"MSFT",23.422042,3.50515552828399
"392",2007-04-26,"IBM",83.774502,0.267588579637272
"393",2007-04-26,"SBUX",14.578223,-1.0056575482485
"394",2007-04-26,"AAPL",13.076381,1.09267235330632
"395",2007-04-26,"GSPC",1494.25,-0.0120497908649776
"396",2007-04-27,"MSFT",24.243021,-0.597611164054181
"397",2007-04-27,"IBM",83.998673,1.02797338238903
"398",2007-04-27,"SBUX",14.431616,-1.52380717447028
"399",2007-04-27,"AAPL",13.219263,-0.120097466855758
"400",2007-04-27,"GSPC",1494.069946,-0.783092587554134
"401",2007-04-30,"MSFT",24.098142,1.53640475684806
"402",2007-04-30,"IBM",84.862157,0.939241975666491
"403",2007-04-30,"SBUX",14.211706,-0.0322410272207939
"404",2007-04-30,"AAPL",13.203387,-0.330657580513234
"405",2007-04-30,"GSPC",1482.369995,0.26511964039045
"406",2007-05-01,"MSFT",24.468387,0.690793389854422
"407",2007-05-01,"IBM",85.659218,-0.920806911872569
"408",2007-05-01,"SBUX",14.207124,0.773942706490063
"409",2007-05-01,"AAPL",13.159729,0.924905064534384
"410",2007-05-01,"GSPC",1486.300049,0.647244478426309
"411",2007-05-02,"MSFT",24.637413,1.17608127119516
"412",2007-05-02,"IBM",84.870462,0.567404711429508
"413",2007-05-02,"SBUX",14.317079,1.18400548044752
"414",2007-05-02,"AAPL",13.281444,0.00996126625989837
"415",2007-05-02,"GSPC",1495.920044,0.432507808552366
"416",2007-05-03,"MSFT",24.927169,-1.32386072401563
"417",2007-05-03,"IBM",85.352021,0.155638962550182
"418",2007-05-03,"SBUX",14.486594,-2.90955210037639
"419",2007-05-03,"AAPL",13.282767,0.408356180606052
"420",2007-05-03,"GSPC",1502.390015,0.214989447996303
"421",2007-05-04,"MSFT",24.597168,0.49083699391735
"422",2007-05-04,"IBM",85.484862,0.194254276271736
"423",2007-05-04,"SBUX",14.065099,-1.14006307385394
"424",2007-05-04,"AAPL",13.337008,3.08501726924059
"425",2007-05-04,"GSPC",1505.619995,0.256371794531066
"426",2007-05-07,"MSFT",24.7179,0.130253783695213
"427",2007-05-07,"IBM",85.65092,0.515760951546117
"428",2007-05-07,"SBUX",13.904748,-0.560132409447479
"429",2007-05-07,"AAPL",13.748457,1.09699583015025
"430",2007-05-07,"GSPC",1509.47998,-0.116597041585148
"431",2007-05-08,"MSFT",24.750096,0.0975632579364511
"432",2007-05-08,"IBM",86.092674,1.0552779438585
"433",2007-05-08,"SBUX",13.826863,-0.463879623310075
"434",2007-05-08,"AAPL",13.899277,1.73234909988483
"435",2007-05-08,"GSPC",1507.719971,0.322340029546511
"436",2007-05-09,"MSFT",24.774243,-0.64977565611187
"437",2007-05-09,"IBM",87.001191,0.287414456199791
"438",2007-05-09,"SBUX",13.762723,-1.66445259415596
"439",2007-05-09,"AAPL",14.140061,0.430387110776965
"440",2007-05-09,"GSPC",1512.579956,-1.39562770987824
"441",2007-05-10,"MSFT",24.613266,1.01372975045246
"442",2007-05-10,"IBM",87.251245,1.24188256568717
"443",2007-05-10,"SBUX",13.533649,0.236964916113896
"444",2007-05-10,"AAPL",14.200918,1.30426075272035
"445",2007-05-10,"GSPC",1491.469971,0.964149817267758
"446",2007-05-11,"MSFT",24.862778,0.258985540553837
"447",2007-05-11,"IBM",88.334803,-0.386869035073285
"448",2007-05-11,"SBUX",13.565719,-2.39783825685907
"449",2007-05-11,"AAPL",14.386135,0.570173990442887
"450",2007-05-11,"GSPC",1505.849976,-0.179297542453189
"451",2007-05-14,"MSFT",24.927169,0.0971831177459473
"452",2007-05-14,"IBM",87.993063,-0.700954119530998
"453",2007-05-14,"SBUX",13.240435,-1.7647078815764
"454",2007-05-14,"AAPL",14.468161,-1.68252205653504
"455",2007-05-14,"GSPC",1503.150024,-0.130398361354777
"456",2007-05-15,"MSFT",24.951394,0.550161646279164
"457",2007-05-15,"IBM",87.376272,0.992082839148823
"458",2007-05-15,"SBUX",13.00678,-0.669243271586037
"459",2007-05-15,"AAPL",14.224731,-0.167405626159121
"460",2007-05-15,"GSPC",1501.189941,0.862653928481117
"461",2007-05-16,"MSFT",25.088667,-0.289668638034851
"462",2007-05-16,"IBM",88.243117,-0.528955703140002
"463",2007-05-16,"SBUX",12.919733,0.95744238677377
"464",2007-05-16,"AAPL",14.200918,1.95640169177796
"465",2007-05-16,"GSPC",1514.140015,-0.0918022762908058
"466",2007-05-17,"MSFT",25.015993,-0.484182258925323
"467",2007-05-17,"IBM",87.77635,2.54486886274037
"468",2007-05-17,"SBUX",13.043432,1.68599031297899
"469",2007-05-17,"AAPL",14.478745,0.5299699663196
"470",2007-05-17,"GSPC",1512.75,0.661047760700711
"471",2007-05-18,"MSFT",24.89487,0.713588783552597
"472",2007-05-18,"IBM",90.010143,-0.879708634614654
"473",2007-05-18,"SBUX",13.263343,1.13989361505617
